        Time / s                E-Field (0 0 a+c+2aperture)(X) [1]/real
          2.9371259e-010                               0
          2.9548195e-010                               0
           2.972513e-010                               0
          2.9902065e-010                               0
          3.0079001e-010                               0
          3.0255936e-010                               0
          3.0432871e-010                               0
          3.0609807e-010                               0
          3.0786742e-010                               0
          3.0963677e-010                               0
          3.1140612e-010                               0
          3.1317548e-010                               0
          3.1494483e-010                               0
          3.1671418e-010                               0
          3.1848354e-010                               0
          3.2025289e-010                               0
          3.2202224e-010                               0
           3.237916e-010                               0
          3.2556095e-010                               0
           3.273303e-010                               0
          3.2909965e-010                               0
          3.3086901e-010                               0
          3.3263836e-010                               0
          3.3440771e-010                               0
          3.3617707e-010                               0
          3.3794642e-010                               0
          3.3971577e-010                               0
          3.4148513e-010                               0
          3.4325448e-010                               0
          3.4502383e-010                               0
          3.4679318e-010                               0
          3.4856254e-010                               0
          3.5033189e-010                               0
          3.5210124e-010                               0
           3.538706e-010                               0
          3.5563995e-010                               0
           3.574093e-010                               0
          3.5917866e-010                               0
          3.6094801e-010                               0
          3.6271736e-010                               0
          3.6448671e-010                               0
          3.6625607e-010                               0
          3.6802542e-010                               0
          3.6979477e-010                               0
          3.7156413e-010                               0
          3.7333348e-010                               0
          3.7510283e-010                               0
          3.7687218e-010                               0
          3.7864154e-010                               0
          3.8041089e-010                               0
          3.8218024e-010                               0
           3.839496e-010                               0
          3.8571895e-010                               0
           3.874883e-010                               0
          3.8925766e-010                               0
          3.9102701e-010                               0
          3.9279636e-010                               0
          3.9456571e-010                               0
          3.9633507e-010                               0
          3.9810442e-010                               0
          3.9987377e-010                               0
          4.0164313e-010                               0
          4.0341248e-010                               0
          4.0518183e-010                               0
          4.0695119e-010                               0
          4.0872054e-010                               0
          4.1048989e-010                               0
          4.1225924e-010                               0
           4.140286e-010                               0
          4.1579795e-010                               0
           4.175673e-010                               0
          4.1933666e-010                               0
          4.2110601e-010                               0
          4.2287536e-010                               0
          4.2464472e-010                               0
          4.2641407e-010                               0
          4.2818342e-010                               0
          4.2995277e-010                               0
          4.3172213e-010                               0
          4.3349148e-010                               0
          4.3526083e-010                               0
          4.3703019e-010                               0
          4.3879954e-010                               0
          4.4056889e-010                               0
          4.4233825e-010                               0
           4.441076e-010                               0
          4.4587695e-010                               0
           4.476463e-010                               0
          4.4941566e-010                               0
          4.5118501e-010                               0
          4.5295436e-010                               0
          4.5472372e-010                               0
          4.5649307e-010                               0
          4.5826242e-010                               0
          4.6003178e-010                               0
          4.6180113e-010                               0
          4.6357048e-010                               0
          4.6533983e-010                               0
          4.6710919e-010                               0
          4.6887854e-010                               0
          4.7064789e-010                               0
          4.7241725e-010                               0
           4.741866e-010                               0
          4.7595595e-010                               0
           4.777253e-010                               0
          4.7949466e-010                               0
          4.8126401e-010                               0
          4.8303336e-010                               0
          4.8480272e-010                               0
          4.8657207e-010                               0
          4.8834142e-010                               0
          4.9011078e-010                               0
          4.9188013e-010                               0
          4.9364948e-010                               0
          4.9541883e-010                               0
          4.9718819e-010                               0
          4.9895754e-010                               0
          5.0072689e-010                               0
          5.0249625e-010                               0
           5.042656e-010                               0
          5.0603495e-010                               0
          5.0780431e-010                               0
          5.0957366e-010                               0
          5.1134301e-010                               0
          5.1311236e-010                               0
          5.1488172e-010                               0
          5.1665107e-010                               0
          5.1842042e-010                               0
          5.2018978e-010                               0
          5.2195913e-010                               0
          5.2372848e-010                               0
          5.2549784e-010                               0
          5.2726719e-010                               0
          5.2903654e-010                               0
          5.3080589e-010                               0
          5.3257525e-010                               0
           5.343446e-010                               0
          5.3611395e-010                               0
          5.3788331e-010                               0
          5.3965266e-010                               0
          5.4142201e-010                               0
          5.4319137e-010                               0
          5.4496072e-010                               0
          5.4673007e-010                               0
          5.4849942e-010                               0
          5.5026878e-010                               0
          5.5203813e-010                               0
          5.5380748e-010                               0
          5.5557684e-010                               0
          5.5734619e-010                               0
          5.5911554e-010                               0
           5.608849e-010                               0
          5.6265425e-010                               0
           5.644236e-010                               0
          5.6619295e-010                               0
          5.6796231e-010                               0
          5.6973166e-010                               0
          5.7150101e-010                               0
          5.7327037e-010                               0
          5.7503972e-010                               0
          5.7680907e-010                               0
          5.7857842e-010                               0
          5.8034778e-010                               0
          5.8211713e-010                               0
          5.8388648e-010                               0
          5.8565584e-010                               0
          5.8742519e-010                               0
          5.8919454e-010                               0
           5.909639e-010                               0
          5.9273325e-010                               0
           5.945026e-010                               0
          5.9627195e-010                               0
          5.9804131e-010                               0
          5.9981066e-010                               0
          6.0158001e-010                               0
          6.0334937e-010                               0
          6.0511872e-010                               0
          6.0688807e-010                               0
          6.0865743e-010                               0
          6.1042678e-010                               0
          6.1219613e-010                               0
          6.1396548e-010                               0
          6.1573484e-010                               0
          6.1750419e-010                               0
          6.1927354e-010                               0
           6.210429e-010                               0
          6.2281225e-010                               0
           6.245816e-010                               0
          6.2635096e-010                               0
          6.2812031e-010                               0
          6.2988966e-010                               0
          6.3165901e-010                               0
          6.3342837e-010                               0
          6.3519772e-010                               0
          6.3696707e-010                               0
          6.3873643e-010                               0
          6.4050578e-010                               0
          6.4227513e-010                               0
          6.4404449e-010                               0
          6.4581384e-010                               0
          6.4758319e-010                               0
          6.4935254e-010                               0
           6.511219e-010                               0
          6.5289125e-010                               0
           6.546606e-010                               0
          6.5642996e-010                               0
          6.5819931e-010                               0
          6.5996866e-010                               0
          6.6173801e-010                               0
          6.6350737e-010                               0
          6.6527672e-010                               0
          6.6704607e-010                               0
          6.6881543e-010                               0
          6.7058478e-010                               0
          6.7235413e-010                               0
          6.7412349e-010                               0
          6.7589284e-010                               0
          6.7766219e-010                               0
          6.7943154e-010                               0
           6.812009e-010                               0
          6.8297025e-010                               0
           6.847396e-010                               0
          6.8650896e-010                               0
          6.8827831e-010                               0
          6.9004766e-010                               0
          6.9181702e-010                               0
          6.9358637e-010                               0
          6.9535572e-010                               0
          6.9712507e-010                               0
          6.9889443e-010                               0
          7.0066378e-010                               0
          7.0243313e-010                               0
          7.0420249e-010                               0
          7.0597184e-010                               0
          7.0774119e-010                               0
          7.0951055e-010                               0
           7.112799e-010                               0
          7.1304925e-010                               0
           7.148186e-010                               0
          7.1658796e-010                               0
          7.1835731e-010                               0
          7.2012666e-010                               0
          7.2189602e-010                               0
          7.2366537e-010                               0
          7.2543472e-010                               0
          7.2720408e-010                               0
          7.2897343e-010                               0
          7.3074278e-010                               0
          7.3251213e-010                               0
          7.3428149e-010                               0
          7.3605084e-010                               0
          7.3782019e-010                               0
          7.3958955e-010                               0
           7.413589e-010                               0
          7.4312825e-010                               0
          7.4489761e-010                               0
          7.4666696e-010                               0
          7.4843631e-010                               0
          7.5020566e-010                               0
          7.5197502e-010                               0
          7.5374437e-010                               0
          7.5551372e-010                               0
          7.5728308e-010                               0
          7.5905243e-010                               0
          7.6082178e-010                               0
          7.6259113e-010                               0
          7.6436049e-010                               0
          7.6612984e-010                               0
          7.6789919e-010                               0
          7.6966855e-010                               0
           7.714379e-010                               0
          7.7320725e-010                               0
          7.7497661e-010                               0
          7.7674596e-010                               0
          7.7851531e-010                               0
          7.8028466e-010                               0
          7.8205402e-010                               0
          7.8382337e-010                               0
          7.8559272e-010                               0
          7.8736208e-010                               0
          7.8913143e-010                               0
          7.9090078e-010                               0
          7.9267014e-010                               0
          7.9443949e-010                               0
          7.9620884e-010                               0
          7.9797819e-010                               0
          7.9974755e-010                               0
           8.015169e-010                               0
          8.0328625e-010                               0
          8.0505561e-010                               0
          8.0682496e-010                               0
          8.0859431e-010                               0
          8.1036367e-010                               0
          8.1213302e-010                               0
          8.1390237e-010                               0
          8.1567172e-010                               0
          8.1744108e-010                               0
          8.1921043e-010                               0
          8.2097978e-010                               0
          8.2274914e-010                               0
          8.2451849e-010                               0
          8.2628784e-010                               0
           8.280572e-010                               0
          8.2982655e-010                               0
           8.315959e-010                               0
          8.3336525e-010                               0
          8.3513461e-010                               0
          8.3690396e-010                               0
          8.3867331e-010                               0
          8.4044267e-010                               0
          8.4221202e-010                               0
          8.4398137e-010                               0
          8.4575072e-010                               0
          8.4752008e-010                               0
          8.4928943e-010                               0
          8.5105878e-010                               0
          8.5282814e-010                               0
          8.5459749e-010                               0
          8.5636684e-010                               0
           8.581362e-010                               0
          8.5990555e-010                               0
           8.616749e-010                               0
          8.6344425e-010                               0
          8.6521361e-010                               0
          8.6698296e-010                               0
          8.6875231e-010                               0
          8.7052167e-010                               0
          8.7229102e-010                               0
          8.7406037e-010                               0
          8.7582973e-010                               0
          8.7759908e-010                               0
          8.7936843e-010                               0
          8.8113778e-010                               0
          8.8290714e-010                               0
          8.8467649e-010                               0
          8.8644584e-010                               0
           8.882152e-010                               0
          8.8998455e-010                               0
           8.917539e-010                               0
          8.9352326e-010                               0
          8.9529261e-010                               0
          8.9706196e-010                               0
          8.9883131e-010                               0
          9.0060067e-010                               0
          9.0237002e-010                               0
          9.0413937e-010                               0
          9.0590873e-010                               0
          9.0767808e-010                               0
          9.0944743e-010                               0
          9.1121679e-010                               0
          9.1298614e-010                               0
          9.1475549e-010                               0
          9.1652484e-010                               0
           9.182942e-010                               0
          9.2006355e-010                               0
           9.218329e-010                               0
          9.2360226e-010                               0
          9.2537161e-010                               0
          9.2714096e-010                               0
          9.2891032e-010                               0
          9.3067967e-010                               0
          9.3244902e-010                               0
          9.3421837e-010                               0
          9.3598773e-010                               0
          9.3775708e-010                               0
          9.3952643e-010                               0
          9.4129579e-010                               0
          9.4306514e-010                               0
          9.4483449e-010                               0
          9.4660384e-010                               0
           9.483732e-010                               0
          9.5014255e-010                               0
           9.519119e-010                               0
          9.5368126e-010                               0
          9.5545061e-010                               0
          9.5721996e-010                               0
          9.5898932e-010                               0
          9.6075867e-010                               0
          9.6252802e-010                               0
          9.6429737e-010                               0
          9.6606673e-010                               0
          9.6783608e-010                               0
          9.6960543e-010                               0
          9.7137479e-010                               0
          9.7314414e-010                               0
          9.7491349e-010                               0
          9.7668285e-010                               0
           9.784522e-010                               0
          9.8022155e-010                               0
           9.819909e-010                               0
          9.8376026e-010                               0
          9.8552961e-010                               0
          9.8729896e-010                               0
          9.8906832e-010                               0
          9.9083767e-010                               0
          9.9260702e-010                               0
          9.9437638e-010                               0
          9.9614573e-010                               0
          9.9791508e-010                               0
          9.9968443e-010                               0
          1.0014538e-009                               0
          1.0032231e-009                               0
          1.0049925e-009                               0
          1.0067618e-009                               0
          1.0085312e-009                               0
          1.0103006e-009                               0
          1.0120699e-009                               0
          1.0138393e-009                               0
          1.0156086e-009                               0
           1.017378e-009                               0
          1.0191473e-009                               0
          1.0209167e-009                               0
           1.022686e-009                               0
          1.0244554e-009                               0
          1.0262247e-009                               0
          1.0279941e-009                               0
          1.0297634e-009                               0
          1.0315328e-009                               0
          1.0333021e-009                               0
          1.0350715e-009                               0
          1.0368408e-009                               0
          1.0386102e-009                               0
          1.0403796e-009                               0
          1.0421489e-009                               0
          1.0439183e-009                               0
          1.0456876e-009                               0
           1.047457e-009                               0
          1.0492263e-009                               0
          1.0509957e-009                               0
           1.052765e-009                               0
          1.0545344e-009                               0
          1.0563037e-009                               0
          1.0580731e-009                               0
          1.0598424e-009                               0
          1.0616118e-009                               0
          1.0633811e-009                               0
          1.0651505e-009                               0
          1.0669198e-009                               0
          1.0686892e-009                               0
          1.0704586e-009                               0
          1.0722279e-009                               0
          1.0739973e-009                               0
          1.0757666e-009                               0
           1.077536e-009                               0
          1.0793053e-009                               0
          1.0810747e-009                               0
           1.082844e-009                               0
          1.0846134e-009                               0
          1.0863827e-009                               0
          1.0881521e-009                               0
          1.0899214e-009                               0
          1.0916908e-009                               0
          1.0934601e-009                               0
          1.0952295e-009                               0
          1.0969988e-009                               0
          1.0987682e-009                               0
          1.1005376e-009                               0
          1.1023069e-009                               0
          1.1040763e-009                               0
          1.1058456e-009                               0
           1.107615e-009                               0
          1.1093843e-009                               0
          1.1111537e-009                               0
           1.112923e-009                               0
          1.1146924e-009                               0
          1.1164617e-009                               0
          1.1182311e-009                               0
          1.1200004e-009                               0
          1.1217698e-009                               0
          1.1235391e-009                               0
          1.1253085e-009                               0
          1.1270778e-009                               0
          1.1288472e-009                               0
          1.1306166e-009                               0
          1.1323859e-009                               0
          1.1341553e-009                               0
          1.1359246e-009                               0
           1.137694e-009                               0
          1.1394633e-009                               0
          1.1412327e-009                               0
           1.143002e-009                               0
          1.1447714e-009                               0
          1.1465407e-009                               0
          1.1483101e-009                               0
          1.1500794e-009                               0
          1.1518488e-009                               0
          1.1536181e-009                               0
          1.1553875e-009                               0
          1.1571568e-009                               0
          1.1589262e-009                               0
          1.1606956e-009                               0
          1.1624649e-009                               0
          1.1642343e-009                               0
          1.1660036e-009                               0
           1.167773e-009                               0
          1.1695423e-009                               0
          1.1713117e-009                               0
           1.173081e-009                               0
          1.1748504e-009                               0
          1.1766197e-009                               0
          1.1783891e-009                               0
          1.1801584e-009                               0
          1.1819278e-009                               0
          1.1836971e-009                               0
          1.1854665e-009                               0
          1.1872359e-009                               0
          1.1890052e-009                               0
          1.1907746e-009                               0
          1.1925439e-009                               0
          1.1943133e-009                               0
          1.1960826e-009                               0
           1.197852e-009                               0
          1.1996213e-009                               0
          1.2013907e-009                               0
            1.20316e-009                               0
          1.2049294e-009                               0
          1.2066987e-009                               0
          1.2084681e-009                               0
          1.2102374e-009                               0
          1.2120068e-009                               0
          1.2137761e-009                               0
          1.2155455e-009                               0
          1.2173149e-009                               0
          1.2190842e-009                               0
          1.2208536e-009                               0
          1.2226229e-009                               0
          1.2243923e-009                               0
          1.2261616e-009                               0
           1.227931e-009                               0
          1.2297003e-009                               0
          1.2314697e-009                               0
           1.233239e-009                               0
          1.2350084e-009                               0
          1.2367777e-009                               0
          1.2385471e-009                               0
          1.2403164e-009                               0
          1.2420858e-009                               0
          1.2438551e-009                               0
          1.2456245e-009                               0
          1.2473939e-009                               0
          1.2491632e-009                               0
          1.2509326e-009                               0
          1.2527019e-009                               0
          1.2544713e-009                               0
          1.2562406e-009                               0
            1.25801e-009                               0
          1.2597793e-009                               0
          1.2615487e-009                               0
           1.263318e-009                               0
          1.2650874e-009                               0
          1.2668567e-009                               0
          1.2686261e-009                               0
          1.2703954e-009                               0
          1.2721648e-009                               0
          1.2739341e-009                               0
          1.2757035e-009                               0
          1.2774729e-009                               0
          1.2792422e-009                               0
          1.2810116e-009                               0
          1.2827809e-009                               0
          1.2845503e-009                               0
          1.2863196e-009                               0
           1.288089e-009                               0
          1.2898583e-009                               0
          1.2916277e-009                               0
           1.293397e-009                               0
          1.2951664e-009                               0
          1.2969357e-009                               0
          1.2987051e-009                               0
          1.3004744e-009                               0
          1.3022438e-009                               0
          1.3040131e-009                               0
          1.3057825e-009                               0
          1.3075519e-009                               0
          1.3093212e-009                               0
          1.3110906e-009                               0
          1.3128599e-009                               0
          1.3146293e-009                               0
          1.3163986e-009                               0
           1.318168e-009                               0
          1.3199373e-009                               0
          1.3217067e-009                               0
           1.323476e-009                               0
          1.3252454e-009                               0
          1.3270147e-009                               0
          1.3287841e-009                               0
          1.3305534e-009                               0
          1.3323228e-009                               0
          1.3340921e-009                               0
          1.3358615e-009                               0
          1.3376309e-009                               0
          1.3394002e-009                               0
          1.3411696e-009                               0
          1.3429389e-009                               0
          1.3447083e-009                               0
          1.3464776e-009                               0
           1.348247e-009                               0
          1.3500163e-009                               0
          1.3517857e-009                               0
           1.353555e-009                               0
          1.3553244e-009                               0
          1.3570937e-009                               0
          1.3588631e-009                               0
          1.3606324e-009                               0
          1.3624018e-009                               0
          1.3641711e-009                               0
          1.3659405e-009                               0
          1.3677099e-009                               0
