        Time / s                E-Field (0 0 0.374765)(X) [1]/real
----------------------------------------------------------------------
                       0                               0
          1.7726571e-012                               0
          3.5453142e-012                               0
          5.3179713e-012                               0
          7.0906285e-012                               0
          8.8632856e-012                               0
          1.0635943e-011                               0
            1.24086e-011                               0
          1.4181257e-011                               0
          1.5953914e-011                               0
          1.7726571e-011                               0
          1.9499228e-011                               0
          2.1271885e-011                               0
          2.3044542e-011                               0
            2.48172e-011                               0
          2.6589857e-011                               0
          2.8362514e-011                               0
          3.0135171e-011                               0
          3.1907828e-011                               0
          3.3680485e-011                               0
          3.5453142e-011                               0
          3.7225799e-011                               0
          3.8998457e-011                               0
          4.0771114e-011                               0
          4.2543771e-011                               0
          4.4316428e-011                               0
          4.6089085e-011                               0
          4.7861742e-011                               0
          4.9634399e-011                               0
          5.1407056e-011                               0
          5.3179713e-011                               0
          5.4952371e-011                               0
          5.6725028e-011                               0
          5.8497685e-011                               0
          6.0270342e-011                               0
          6.2042999e-011                               0
          6.3815656e-011                               0
          6.5588313e-011                               0
           6.736097e-011                               0
          6.9133627e-011                               0
          7.0906285e-011                               0
          7.2678942e-011                               0
          7.4451599e-011                               0
          7.6224256e-011                               0
          7.7996913e-011                               0
           7.976957e-011                               0
          8.1542227e-011                               0
          8.3314884e-011                               0
          8.5087541e-011                               0
          8.6860199e-011                               0
          8.8632856e-011                               0
          9.0405513e-011                               0
           9.217817e-011                               0
          9.3950827e-011                               0
          9.5723484e-011                               0
          9.7496141e-011                               0
          9.9268798e-011                               0
          1.0104146e-010                               0
          1.0281411e-010                               0
          1.0458677e-010                               0
          1.0635943e-010                               0
          1.0813208e-010                               0
          1.0990474e-010                               0
           1.116774e-010                               0
          1.1345006e-010                               0
          1.1522271e-010                               0
          1.1699537e-010                               0
          1.1876803e-010                               0
          1.2054068e-010                               0
          1.2231334e-010                               0
            1.24086e-010                               0
          1.2585866e-010                               0
          1.2763131e-010                               0
          1.2940397e-010                               0
          1.3117663e-010                               0
          1.3294928e-010                               0
          1.3472194e-010                               0
           1.364946e-010                               0
          1.3826725e-010                               0
          1.4003991e-010                               0
          1.4181257e-010                               0
          1.4358523e-010                               0
          1.4535788e-010                               0
          1.4713054e-010                               0
           1.489032e-010                               0
          1.5067585e-010                               0
          1.5244851e-010                               0
          1.5422117e-010                               0
          1.5599383e-010                               0
          1.5776648e-010                               0
          1.5953914e-010                               0
           1.613118e-010                               0
          1.6308445e-010                               0
          1.6485711e-010                               0
          1.6662977e-010                               0
          1.6840243e-010                               0
          1.7017508e-010                               0
          1.7194774e-010                               0
           1.737204e-010                               0
          1.7549305e-010                               0
          1.7726571e-010                               0
          1.7903837e-010                               0
          1.8081103e-010                               0
          1.8258368e-010                               0
          1.8435634e-010                               0
            1.86129e-010                               0
          1.8790165e-010                               0
          1.8967431e-010                               0
          1.9144697e-010                               0
          1.9321963e-010                               0
          1.9499228e-010                               0
          1.9676494e-010                               0
           1.985376e-010                               0
          2.0031025e-010                               0
          2.0208291e-010                               0
          2.0385557e-010                               0
          2.0562823e-010                               0
          2.0740088e-010                               0
          2.0917354e-010                               0
           2.109462e-010                               0
          2.1271885e-010                               0
          2.1449151e-010                               0
          2.1626417e-010                               0
          2.1803682e-010                               0
          2.1980948e-010                               0
          2.2158214e-010                               0
           2.233548e-010                               0
          2.2512745e-010                               0
          2.2690011e-010                               0
          2.2867277e-010                               0
          2.3044542e-010                               0
          2.3221808e-010                               0
          2.3399074e-010                               0
           2.357634e-010                               0
          2.3753605e-010                               0
          2.3930871e-010                               0
          2.4108137e-010                               0
          2.4285402e-010                               0
          2.4462668e-010                               0
          2.4639934e-010                               0
            2.48172e-010                               0
          2.4994465e-010                               0
          2.5171731e-010                               0
          2.5348997e-010                               0
          2.5526262e-010                               0
          2.5703528e-010                               0
          2.5880794e-010                               0
           2.605806e-010                               0
          2.6235325e-010                               0
          2.6412591e-010                               0
          2.6589857e-010                               0
          2.6767122e-010                               0
          2.6944388e-010                               0
          2.7121654e-010                               0
           2.729892e-010                               0
          2.7476185e-010                               0
          2.7653451e-010                               0
          2.7830717e-010                               0
          2.8007982e-010                               0
          2.8185248e-010                               0
          2.8362514e-010                               0
           2.853978e-010                               0
          2.8717045e-010                               0
          2.8894311e-010                               0
          2.9071577e-010                               0
          2.9248842e-010                               0
          2.9426108e-010                               0
