        Time / s                E-Field (0 0 0.374765)(X) [1]/real
----------------------------------------------------------------------
                       0                               0
          1.1460317e-012                               0
          2.2920634e-012                               0
          3.4380952e-012                               0
          4.5841269e-012                               0
          5.7301586e-012                               0
          6.8761903e-012                               0
           8.022222e-012                               0
          9.1682537e-012                               0
          1.0314285e-011                               0
          1.1460317e-011                               0
          1.2606349e-011                               0
          1.3752381e-011                               0
          1.4898412e-011                               0
          1.6044444e-011                               0
          1.7190476e-011                               0
          1.8336507e-011                               0
          1.9482539e-011                               0
          2.0628571e-011                               0
          2.1774603e-011                               0
          2.2920634e-011                               0
          2.4066666e-011                               0
          2.5212698e-011                               0
           2.635873e-011                               0
          2.7504761e-011                               0
          2.8650793e-011                               0
          2.9796825e-011                               0
          3.0942856e-011                               0
          3.2088888e-011                               0
           3.323492e-011                               0
          3.4380952e-011                               0
          3.5526983e-011                               0
          3.6673015e-011                               0
          3.7819047e-011                               0
          3.8965078e-011                               0
           4.011111e-011                               0
          4.1257142e-011                               0
          4.2403174e-011                               0
          4.3549205e-011                               0
          4.4695237e-011                               0
          4.5841269e-011                               0
            4.69873e-011                               0
          4.8133332e-011                               0
          4.9279364e-011                               0
          5.0425396e-011                               0
          5.1571427e-011                               0
          5.2717459e-011                               0
          5.3863491e-011                               0
          5.5009522e-011                               0
          5.6155554e-011                               0
          5.7301586e-011                               0
          5.8447618e-011                               0
          5.9593649e-011                               0
          6.0739681e-011                               0
          6.1885713e-011                               0
          6.3031745e-011                               0
          6.4177776e-011                               0
          6.5323808e-011                               0
           6.646984e-011                               0
          6.7615871e-011                               0
          6.8761903e-011                               0
          6.9907935e-011                               0
          7.1053967e-011                               0
          7.2199998e-011                               0
           7.334603e-011                               0
          7.4492062e-011                               0
          7.5638093e-011                               0
          7.6784125e-011                               0
          7.7930157e-011                               0
          7.9076189e-011                               0
           8.022222e-011                               0
          8.1368252e-011                               0
          8.2514284e-011                               0
          8.3660315e-011                               0
          8.4806347e-011                               0
          8.5952379e-011                               0
          8.7098411e-011                               0
          8.8244442e-011                               0
          8.9390474e-011                               0
          9.0536506e-011                               0
          9.1682537e-011                               0
          9.2828569e-011                               0
          9.3974601e-011                               0
          9.5120633e-011                               0
          9.6266664e-011                               0
          9.7412696e-011                               0
          9.8558728e-011                               0
           9.970476e-011                               0
          1.0085079e-010                               0
          1.0199682e-010                               0
          1.0314285e-010                               0
          1.0428889e-010                               0
          1.0543492e-010                               0
          1.0658095e-010                               0
          1.0772698e-010                               0
          1.0887301e-010                               0
          1.1001904e-010                               0
          1.1116508e-010                               0
          1.1231111e-010                               0
          1.1345714e-010                               0
          1.1460317e-010                               0
           1.157492e-010                               0
          1.1689524e-010                               0
          1.1804127e-010                               0
           1.191873e-010                               0
          1.2033333e-010                               0
          1.2147936e-010                               0
          1.2262539e-010                               0
          1.2377143e-010                               0
          1.2491746e-010                               0
          1.2606349e-010                               0
          1.2720952e-010                               0
          1.2835555e-010                               0
          1.2950158e-010                               0
          1.3064762e-010                               0
          1.3179365e-010                               0
          1.3293968e-010                               0
          1.3408571e-010                               0
          1.3523174e-010                               0
          1.3637777e-010                               0
          1.3752381e-010                               0
          1.3866984e-010                               0
          1.3981587e-010                               0
           1.409619e-010                               0
          1.4210793e-010                               0
          1.4325396e-010                               0
              1.444e-010                               0
          1.4554603e-010                               0
          1.4669206e-010                               0
          1.4783809e-010                               0
          1.4898412e-010                               0
          1.5013016e-010                               0
          1.5127619e-010                               0
          1.5242222e-010                               0
          1.5356825e-010                               0
          1.5471428e-010                               0
          1.5586031e-010                               0
          1.5700635e-010                               0
          1.5815238e-010                               0
          1.5929841e-010                               0
          1.6044444e-010                               0
          1.6159047e-010                               0
           1.627365e-010                               0
          1.6388254e-010                               0
          1.6502857e-010                               0
           1.661746e-010                               0
          1.6732063e-010                               0
          1.6846666e-010                               0
          1.6961269e-010                               0
          1.7075873e-010                               0
          1.7190476e-010                               0
          1.7305079e-010                               0
          1.7419682e-010                               0
          1.7534285e-010                               0
          1.7648888e-010                               0
          1.7763492e-010                               0
          1.7878095e-010                               0
          1.7992698e-010                               0
          1.8107301e-010                               0
          1.8221904e-010                               0
          1.8336507e-010                               0
          1.8451111e-010                               0
          1.8565714e-010                               0
          1.8680317e-010                               0
           1.879492e-010                               0
          1.8909523e-010                               0
          1.9024127e-010                               0
